Day_1;Day_2;Day_3;Day_4;Day_5;Day_6;Day_7;Target
23690;23690;23690;23700;23710;23720;23730;1
23690;23690;23700;23710;23720;23730;23750;0
23690;23700;23710;23720;23730;23750;23750;0
23700;23710;23720;23730;23750;23750;23750;1
23710;23720;23730;23750;23750;23750;23820;1
23720;23730;23750;23750;23750;23820;23860;1
23730;23750;23750;23750;23820;23860;23920;0
23750;23750;23750;23820;23860;23920;23900;0
23750;23750;23820;23860;23920;23900;23810;0
23750;23820;23860;23920;23900;23810;23810;0
23820;23860;23920;23900;23810;23810;23810;1
23860;23920;23900;23810;23810;23810;23820;1
23920;23900;23810;23810;23810;23820;23860;0
23900;23810;23810;23810;23820;23860;23850;0
23810;23810;23810;23820;23860;23850;23815;0
23810;23810;23820;23860;23850;23815;23810;0
23810;23820;23860;23850;23815;23810;23810;0
23820;23860;23850;23815;23810;23810;23810;0
23860;23850;23815;23810;23810;23810;23800;1
23850;23815;23810;23810;23810;23800;23810;0
23815;23810;23810;23810;23800;23810;23805;1
23810;23810;23810;23800;23810;23805;23810;1
23810;23810;23800;23810;23805;23810;23820;0
23810;23800;23810;23805;23810;23820;23820;0
23800;23810;23805;23810;23820;23820;23820;1
23810;23805;23810;23820;23820;23820;23825;1
23805;23810;23820;23820;23820;23825;23830;1
23810;23820;23820;23820;23825;23830;23835;1
23820;23820;23820;23825;23830;23835;23840;1
23820;23820;23825;23830;23835;23840;23860;0
23820;23825;23830;23835;23840;23860;23860;0
23825;23830;23835;23840;23860;23860;23860;0
23830;23835;23840;23860;23860;23860;23855;1
23835;23840;23860;23860;23860;23855;23860;1
23840;23860;23860;23860;23855;23860;23895;1
23860;23860;23860;23855;23860;23895;23920;0
23860;23860;23855;23860;23895;23920;23890;0
23860;23855;23860;23895;23920;23890;23890;0
23855;23860;23895;23920;23890;23890;23890;0
23860;23895;23920;23890;23890;23890;23890;1
23895;23920;23890;23890;23890;23890;23895;1
23920;23890;23890;23890;23890;23895;23910;0
23890;23890;23890;23890;23895;23910;23910;0
23890;23890;23890;23895;23910;23910;23910;0
23890;23890;23895;23910;23910;23910;23910;0
23890;23895;23910;23910;23910;23910;23910;1
23895;23910;23910;23910;23910;23910;23990;1
23910;23910;23910;23910;23910;23990;24140;0
23910;23910;23910;23910;23990;24140;24125;0
23910;23910;23910;23990;24140;24125;24040;0
23910;23910;23990;24140;24125;24040;23970;0
23910;23990;24140;24125;24040;23970;23970;0
23990;24140;24125;24040;23970;23970;23970;0
24140;24125;24040;23970;23970;23970;23970;1
24125;24040;23970;23970;23970;23970;24070;1
24040;23970;23970;23970;23970;24070;24140;1
23970;23970;23970;23970;24070;24140;24150;0
23970;23970;23970;24070;24140;24150;24150;0
23970;23970;24070;24140;24150;24150;24150;0
23970;24070;24140;24150;24150;24150;24150;1
24070;24140;24150;24150;24150;24150;24260;1
24140;24150;24150;24150;24150;24260;24350;0
24150;24150;24150;24150;24260;24350;24315;0
24150;24150;24150;24260;24350;24315;24240;0
24150;24150;24260;24350;24315;24240;24240;0
24150;24260;24350;24315;24240;24240;24240;0
24260;24350;24315;24240;24240;24240;24240;0
24350;24315;24240;24240;24240;24240;24240;0
24315;24240;24240;24240;24240;24240;24240;0
24240;24240;24240;24240;24240;24240;24220;0
24240;24240;24240;24240;24240;24220;24220;1
24240;24240;24240;24240;24220;24220;24260;0
24240;24240;24240;24220;24220;24260;24260;0
24240;24240;24220;24220;24260;24260;24260;0
24240;24220;24220;24260;24260;24260;24225;1
24220;24220;24260;24260;24260;24225;24260;1
24220;24260;24260;24260;24225;24260;24320;1
24260;24260;24260;24225;24260;24320;24385;1
24260;24260;24225;24260;24320;24385;24425;0
24260;24225;24260;24320;24385;24425;24425;0
24225;24260;24320;24385;24425;24425;24425;1
24260;24320;24385;24425;24425;24425;24530;1
24320;24385;24425;24425;24425;24530;24545;0
24385;24425;24425;24425;24530;24545;24480;0
24425;24425;24425;24530;24545;24480;24460;1
24425;24425;24530;24545;24480;24460;24530;0
24425;24530;24545;24480;24460;24530;24530;0
24530;24545;24480;24460;24530;24530;24530;1
24545;24480;24460;24530;24530;24530;24535;1
24480;24460;24530;24530;24530;24535;24540;0
24460;24530;24530;24530;24535;24540;24540;1
24530;24530;24530;24535;24540;24540;24560;0
24530;24530;24535;24540;24540;24560;24460;0
24530;24535;24540;24540;24560;24460;24460;0
24535;24540;24540;24560;24460;24460;24460;1
24540;24540;24560;24460;24460;24460;24490;1
24540;24560;24460;24460;24460;24490;24550;1
24560;24460;24460;24460;24490;24550;24580;0
24460;24460;24460;24490;24550;24580;24560;0
24460;24460;24490;24550;24580;24560;24550;0
24460;24490;24550;24580;24560;24550;24550;0
24490;24550;24580;24560;24550;24550;24550;0
24550;24580;24560;24550;24550;24550;24550;1
24580;24560;24550;24550;24550;24550;24585;1
24560;24550;24550;24550;24550;24585;24605;1
24550;24550;24550;24550;24585;24605;24610;1
24550;24550;24550;24585;24605;24610;24615;0
24550;24550;24585;24605;24610;24615;24615;0
24550;24585;24605;24610;24615;24615;24615;1
24585;24605;24610;24615;24615;24615;24630;1
24605;24610;24615;24615;24615;24630;24668;1
24610;24615;24615;24615;24630;24668;24690;1
24615;24615;24615;24630;24668;24690;24710;0
24615;24615;24630;24668;24690;24710;24700;0
24615;24630;24668;24690;24710;24700;24700;0
24630;24668;24690;24710;24700;24700;24700;1
24668;24690;24710;24700;24700;24700;24760;0
24690;24710;24700;24700;24700;24760;24730;0
24710;24700;24700;24700;24760;24730;24720;1
24700;24700;24700;24760;24730;24720;24760;0
24700;24700;24760;24730;24720;24760;24730;0
24700;24760;24730;24720;24760;24730;24730;0
24760;24730;24720;24760;24730;24730;24730;0
24730;24720;24760;24730;24730;24730;24725;1
24720;24760;24730;24730;24730;24725;24730;1
24760;24730;24730;24730;24725;24730;24750;0
24730;24730;24730;24725;24730;24750;24750;0
24730;24730;24725;24730;24750;24750;24690;0
24730;24725;24730;24750;24750;24690;24690;0
24725;24730;24750;24750;24690;24690;24690;0
24730;24750;24750;24690;24690;24690;24500;0
24750;24750;24690;24690;24690;24500;24490;1
24750;24690;24690;24690;24500;24490;24530;0
24690;24690;24690;24500;24490;24530;24530;0
24690;24690;24500;24490;24530;24530;24470;0
24690;24500;24490;24530;24530;24470;24470;0
24500;24490;24530;24530;24470;24470;24470;1
24490;24530;24530;24470;24470;24470;24540;0
24530;24530;24470;24470;24470;24540;24530;0
24530;24470;24470;24470;24540;24530;24440;1
24470;24470;24470;24540;24530;24440;24455;0
24470;24470;24540;24530;24440;24455;24415;0
24470;24540;24530;24440;24455;24415;24415;0
24540;24530;24440;24455;24415;24415;24415;0
24530;24440;24455;24415;24415;24415;24345;0
24440;24455;24415;24415;24415;24345;24290;1
24455;24415;24415;24415;24345;24290;24355;1
24415;24415;24415;24345;24290;24355;24390;1
24415;24415;24345;24290;24355;24390;24420;0
24415;24345;24290;24355;24390;24420;24420;0
24345;24290;24355;24390;24420;24420;24420;0
24290;24355;24390;24420;24420;24420;24415;1
24355;24390;24420;24420;24420;24415;24420;0
24390;24420;24420;24420;24415;24420;24385;1
24420;24420;24420;24415;24420;24385;24430;1
24420;24420;24415;24420;24385;24430;24450;0
24420;24415;24420;24385;24430;24450;24450;0
24415;24420;24385;24430;24450;24450;24450;0
24420;24385;24430;24450;24450;24450;24405;1
24385;24430;24450;24450;24450;24405;24430;1
24430;24450;24450;24450;24405;24430;24435;0
24450;24450;24450;24405;24430;24435;24430;0
24450;24450;24405;24430;24435;24430;24390;0
24450;24405;24430;24435;24430;24390;24390;0
24405;24430;24435;24430;24390;24390;24390;1
24430;24435;24430;24390;24390;24390;24400;1
24435;24430;24390;24390;24390;24400;24430;0
24430;24390;24390;24390;24400;24430;24420;0
24390;24390;24390;24400;24430;24420;24420;0
24390;24390;24400;24430;24420;24420;24410;0
24390;24400;24430;24420;24420;24410;24410;0
24400;24430;24420;24420;24410;24410;24410;1
24430;24420;24420;24410;24410;24410;24480;1
24420;24420;24410;24410;24410;24480;24515;0
24420;24410;24410;24410;24480;24515;24510;0
24410;24410;24410;24480;24515;24510;24500;0
24410;24410;24480;24515;24510;24500;24400;0
24410;24480;24515;24510;24500;24400;24400;0
24480;24515;24510;24500;24400;24400;24400;0
24515;24510;24500;24400;24400;24400;24400;1
24510;24500;24400;24400;24400;24400;24470;1
24500;24400;24400;24400;24400;24470;24480;0
24400;24400;24400;24400;24470;24480;24400;1
24400;24400;24400;24470;24480;24400;24420;0
24400;24400;24470;24480;24400;24420;24420;0
24400;24470;24480;24400;24420;24420;24420;0
24470;24480;24400;24420;24420;24420;24420;1
24480;24400;24420;24420;24420;24420;24495;1
24400;24420;24420;24420;24420;24495;24520;1
24420;24420;24420;24420;24495;24520;24530;0
24420;24420;24420;24495;24520;24530;24530;0
24420;24420;24495;24520;24530;24530;24530;0
24420;24495;24520;24530;24530;24530;24530;0
24495;24520;24530;24530;24530;24530;24515;1
24520;24530;24530;24530;24530;24515;24525;1
24530;24530;24530;24530;24515;24525;24555;1
24530;24530;24530;24515;24525;24555;24635;0
24530;24530;24515;24525;24555;24635;24630;0
24530;24515;24525;24555;24635;24630;24630;0
24515;24525;24555;24635;24630;24630;24630;1
24525;24555;24635;24630;24630;24630;24635;1
24555;24635;24630;24630;24630;24635;24710;0
24635;24630;24630;24630;24635;24710;24700;1
24630;24630;24630;24635;24710;24700;24725;0
24630;24630;24635;24710;24700;24725;24715;0
24630;24635;24710;24700;24725;24715;24715;0
24635;24710;24700;24725;24715;24715;24715;0
24710;24700;24725;24715;24715;24715;24705;1
24700;24725;24715;24715;24715;24705;24730;1
24725;24715;24715;24715;24705;24730;24770;0
24715;24715;24715;24705;24730;24770;24770;0
24715;24715;24705;24730;24770;24770;24765;0
24715;24705;24730;24770;24770;24765;24765;0
24705;24730;24770;24770;24765;24765;24765;0
24730;24770;24770;24765;24765;24765;24715;0
24770;24770;24765;24765;24765;24715;24575;1
24770;24765;24765;24765;24715;24575;24595;0
24765;24765;24765;24715;24575;24595;24580;0
24765;24765;24715;24575;24595;24580;24500;0
24765;24715;24575;24595;24580;24500;24500;0
24715;24575;24595;24580;24500;24500;24500;1
24575;24595;24580;24500;24500;24500;24540;0
24595;24580;24500;24500;24500;24540;24530;1
24580;24500;24500;24500;24540;24530;24570;0
24500;24500;24500;24540;24530;24570;24570;0
24500;24500;24540;24530;24570;24570;24570;0
24500;24540;24530;24570;24570;24570;24570;0
24540;24530;24570;24570;24570;24570;24570;0
24530;24570;24570;24570;24570;24570;24570;0
24570;24570;24570;24570;24570;24570;24570;0
24570;24570;24570;24570;24570;24570;24570;1
24570;24570;24570;24570;24570;24570;24610;1
24570;24570;24570;24570;24570;24610;24680;0
24570;24570;24570;24570;24610;24680;24680;0
24570;24570;24570;24610;24680;24680;24680;1
24570;24570;24610;24680;24680;24680;24700;0
24570;24610;24680;24680;24680;24700;24700;0
24610;24680;24680;24680;24700;24700;24680;1
24680;24680;24680;24700;24700;24680;24760;1
24680;24680;24700;24700;24680;24760;24790;0
24680;24700;24700;24680;24760;24790;24790;0
24700;24700;24680;24760;24790;24790;24790;1
24700;24680;24760;24790;24790;24790;24840;0
24680;24760;24790;24790;24790;24840;24800;0
24760;24790;24790;24790;24840;24800;24790;1
24790;24790;24790;24840;24800;24790;24820;0
24790;24790;24840;24800;24790;24820;24810;0
24790;24840;24800;24790;24820;24810;24810;0
24840;24800;24790;24820;24810;24810;24810;1
24800;24790;24820;24810;24810;24810;24840;1
24790;24820;24810;24810;24810;24840;24850;1
24820;24810;24810;24810;24840;24850;24860;1
24810;24810;24810;24840;24850;24860;24870;0
24810;24810;24840;24850;24860;24870;24840;0
24810;24840;24850;24860;24870;24840;24840;0
24840;24850;24860;24870;24840;24840;24840;0
24850;24860;24870;24840;24840;24840;24790;1
24860;24870;24840;24840;24840;24790;24800;1
24870;24840;24840;24840;24790;24800;24820;1
24840;24840;24840;24790;24800;24820;24870;1
24840;24840;24790;24800;24820;24870;24890;0
24840;24790;24800;24820;24870;24890;24890;0
24790;24800;24820;24870;24890;24890;24890;0
24800;24820;24870;24890;24890;24890;24880;1
24820;24870;24890;24890;24890;24880;24910;1
24870;24890;24890;24890;24880;24910;24950;0
24890;24890;24890;24880;24910;24950;24950;0
24890;24890;24880;24910;24950;24950;24950;0
24890;24880;24910;24950;24950;24950;24950;0
24880;24910;24950;24950;24950;24950;24950;0
24910;24950;24950;24950;24950;24950;24930;1
24950;24950;24950;24950;24950;24930;24950;0
24950;24950;24950;24950;24930;24950;24950;0
24950;24950;24950;24930;24950;24950;24950;1
24950;24950;24930;24950;24950;24950;24970;0
24950;24930;24950;24950;24950;24970;24970;0
24930;24950;24950;24950;24970;24970;24970;0
24950;24950;24950;24970;24970;24970;24970;1
24950;24950;24970;24970;24970;24970;25050;1
24950;24970;24970;24970;24970;25050;25130;0
24970;24970;24970;24970;25050;25130;25110;1
24970;24970;24970;25050;25130;25110;25120;0
24970;24970;25050;25130;25110;25120;25120;0
24970;25050;25130;25110;25120;25120;25120;1
25050;25130;25110;25120;25120;25120;25130;0
25130;25110;25120;25120;25120;25130;25130;0
25110;25120;25120;25120;25130;25130;25130;1
25120;25120;25120;25130;25130;25130;25170;1
25120;25120;25130;25130;25130;25170;25180;0
25120;25130;25130;25130;25170;25180;25180;0
25130;25130;25130;25170;25180;25180;25180;1
25130;25130;25170;25180;25180;25180;25300;1
25130;25170;25180;25180;25180;25300;25348;1
25170;25180;25180;25180;25300;25348;25440;0
25180;25180;25180;25300;25348;25440;25440;1
25180;25180;25300;25348;25440;25440;25473;0
25180;25300;25348;25440;25440;25473;25473;0
25300;25348;25440;25440;25473;25473;25473;1
25348;25440;25440;25473;25473;25473;25485;1
25440;25440;25473;25473;25473;25485;25488;0
25440;25473;25473;25473;25485;25488;25487;0
25473;25473;25473;25485;25488;25487;25477;0
25473;25473;25485;25488;25487;25477;25458;0
25473;25485;25488;25487;25477;25458;25458;0
25485;25488;25487;25477;25458;25458;25458;0
25488;25487;25477;25458;25458;25458;25458;0
25487;25477;25458;25458;25458;25458;25458;0
25477;25458;25458;25458;25458;25458;25458;0
25458;25458;25458;25458;25458;25458;25454;0
25458;25458;25458;25458;25458;25454;25453;1
25458;25458;25458;25458;25454;25453;25457;0
25458;25458;25458;25454;25453;25457;25457;0
25458;25458;25454;25453;25457;25457;25457;0
25458;25454;25453;25457;25457;25457;25455;1
25454;25453;25457;25457;25457;25455;25461;1
25453;25457;25457;25457;25455;25461;25478;1
25457;25457;25457;25455;25461;25478;25484;0
25457;25457;25455;25461;25478;25484;25484;0
25457;25455;25461;25478;25484;25484;25484;0
25455;25461;25478;25484;25484;25484;25479;1
25461;25478;25484;25484;25484;25479;25482;0
25478;25484;25484;25484;25479;25482;25482;0
25484;25484;25484;25479;25482;25482;25452;0
25484;25484;25479;25482;25482;25452;25450;0
25484;25479;25482;25482;25452;25450;25450;0
25479;25482;25482;25452;25450;25450;25450;1
25482;25482;25452;25450;25450;25450;25459;1
25482;25452;25450;25450;25450;25459;25463;1
25452;25450;25450;25450;25459;25463;25466;1
25450;25450;25450;25459;25463;25466;25470;1
25450;25450;25459;25463;25466;25470;25477;0
25450;25459;25463;25466;25470;25477;25477;0
25459;25463;25466;25470;25477;25477;25477;1
25463;25466;25470;25477;25477;25477;25481;0
25466;25470;25477;25477;25477;25481;25468;0
25470;25477;25477;25477;25481;25468;25465;1
25477;25477;25477;25481;25468;25465;25470;1
25477;25477;25481;25468;25465;25470;25474;0
25477;25481;25468;25465;25470;25474;25474;0
25481;25468;25465;25470;25474;25474;25474;0
25468;25465;25470;25474;25474;25474;25474;0
25465;25470;25474;25474;25474;25474;25458;0
25470;25474;25474;25474;25474;25458;25453;0
25474;25474;25474;25474;25458;25453;25453;0
25474;25474;25474;25458;25453;25453;25453;0
25474;25474;25458;25453;25453;25453;25453;0
25474;25458;25453;25453;25453;25453;25453;1
25458;25453;25453;25453;25453;25453;25454;1
25453;25453;25453;25453;25453;25454;25462;1
25453;25453;25453;25453;25454;25462;25466;0
25453;25453;25453;25454;25462;25466;25457;1
25453;25453;25454;25462;25466;25457;25461;0
25453;25454;25462;25466;25457;25461;25461;0
25454;25462;25466;25457;25461;25461;25461;1
25462;25466;25457;25461;25461;25461;25471;0
25466;25457;25461;25461;25461;25471;25471;0
25457;25461;25461;25461;25471;25471;25469;0
25461;25461;25461;25471;25471;25469;25467;1
25461;25461;25471;25471;25469;25467;25468;0
25461;25471;25471;25469;25467;25468;25468;0
25471;25471;25469;25467;25468;25468;25468;1
25471;25469;25467;25468;25468;25468;25475;0
25469;25467;25468;25468;25468;25475;25465;1
25467;25468;25468;25468;25475;25465;25470;1
25468;25468;25468;25475;25465;25470;25477;0
25468;25468;25475;25465;25470;25477;25473;0
25468;25475;25465;25470;25477;25473;25473;0
25475;25465;25470;25477;25473;25473;25473;0
25465;25470;25477;25473;25473;25473;25464;1
25470;25477;25473;25473;25473;25464;25465;1
25477;25473;25473;25473;25464;25465;25470;0
25473;25473;25473;25464;25465;25470;25463;0
25473;25473;25464;25465;25470;25463;25458;0
25473;25464;25465;25470;25463;25458;25458;0
25464;25465;25470;25463;25458;25458;25458;0
25465;25470;25463;25458;25458;25458;25455;0
25470;25463;25458;25458;25458;25455;25454;1
25463;25458;25458;25458;25455;25454;25459;1
25458;25458;25458;25455;25454;25459;25465;0
25458;25458;25455;25454;25459;25465;25460;0
25458;25455;25454;25459;25465;25460;25460;0
25455;25454;25459;25465;25460;25460;25460;0
25454;25459;25465;25460;25460;25460;25457;0
25459;25465;25460;25460;25460;25457;25457;1
25465;25460;25460;25460;25457;25457;25468;0
25460;25460;25460;25457;25457;25468;25450;1
25460;25460;25457;25457;25468;25450;25458;0
25460;25457;25457;25468;25450;25458;25458;0
25457;25457;25468;25450;25458;25458;25458;1
25457;25468;25450;25458;25458;25458;25474;1
25468;25450;25458;25458;25458;25474;25477;0
25450;25458;25458;25458;25474;25477;25477;0
25458;25458;25458;25474;25477;25477;25460;1
25458;25458;25474;25477;25477;25460;25461;0
25458;25474;25477;25477;25460;25461;25461;0
25474;25477;25477;25460;25461;25461;25461;0
25477;25477;25460;25461;25461;25461;25455;1
25477;25460;25461;25461;25461;25455;25460;0
25460;25461;25461;25461;25455;25460;25420;0
25461;25461;25461;25455;25460;25420;25400;0
25461;25461;25455;25460;25420;25400;25380;0
25461;25455;25460;25420;25400;25380;25380;0
25455;25460;25420;25400;25380;25380;25380;0
25460;25420;25400;25380;25380;25380;25270;1
25420;25400;25380;25380;25380;25270;25320;1
25400;25380;25380;25380;25270;25320;25335;0
25380;25380;25380;25270;25320;25335;25320;0
25380;25380;25270;25320;25335;25320;25270;0
25380;25270;25320;25335;25320;25270;25270;0
25270;25320;25335;25320;25270;25270;25270;1
25320;25335;25320;25270;25270;25270;25280;1
25335;25320;25270;25270;25270;25280;25290;0
25320;25270;25270;25270;25280;25290;25190;1
25270;25270;25270;25280;25290;25190;25210;1
25270;25270;25280;25290;25190;25210;25230;0
25270;25280;25290;25190;25210;25230;25230;0
25280;25290;25190;25210;25230;25230;25230;0
25290;25190;25210;25230;25230;25230;25160;0
25190;25210;25230;25230;25230;25160;25080;1
25210;25230;25230;25230;25160;25080;25100;1
25230;25230;25230;25160;25080;25100;25120;1
25230;25230;25160;25080;25100;25120;25150;0
25230;25160;25080;25100;25120;25150;25150;0
25160;25080;25100;25120;25150;25150;25150;0
25080;25100;25120;25150;25150;25150;25050;0
25100;25120;25150;25150;25150;25050;25000;1
25120;25150;25150;25150;25050;25000;25020;1
25150;25150;25150;25050;25000;25020;25030;0
25150;25150;25050;25000;25020;25030;25030;0
25150;25050;25000;25020;25030;25030;25030;0
25050;25000;25020;25030;25030;25030;25030;0
25000;25020;25030;25030;25030;25030;25030;0
25020;25030;25030;25030;25030;25030;25030;0
25030;25030;25030;25030;25030;25030;25015;0
25030;25030;25030;25030;25030;25015;24920;0
25030;25030;25030;25030;25015;24920;24770;0
25030;25030;25030;25015;24920;24770;24770;0
25030;25030;25015;24920;24770;24770;24770;1
25030;25015;24920;24770;24770;24770;24840;0
25015;24920;24770;24770;24770;24840;24830;0
24920;24770;24770;24770;24840;24830;24725;1
24770;24770;24770;24840;24830;24725;24750;0
24770;24770;24840;24830;24725;24750;24730;0
24770;24840;24830;24725;24750;24730;24730;0
24840;24830;24725;24750;24730;24730;24730;0
24830;24725;24750;24730;24730;24730;24720;1
24725;24750;24730;24730;24730;24720;24770;1
24750;24730;24730;24730;24720;24770;24810;0
24730;24730;24730;24720;24770;24810;24750;0
24730;24730;24720;24770;24810;24750;24740;0
24730;24720;24770;24810;24750;24740;24740;0
24720;24770;24810;24750;24740;24740;24740;1
24770;24810;24750;24740;24740;24740;24800;0
24810;24750;24740;24740;24740;24800;24770;0
24750;24740;24740;24740;24800;24770;24750;1
24740;24740;24740;24800;24770;24750;24800;0
24740;24740;24800;24770;24750;24800;24760;0
24740;24800;24770;24750;24800;24760;24760;0
24800;24770;24750;24800;24760;24760;24760;0
24770;24750;24800;24760;24760;24760;24740;1
24750;24800;24760;24760;24760;24740;24770;1
24800;24760;24760;24760;24740;24770;24820;1
24760;24760;24760;24740;24770;24820;24920;1
24760;24760;24740;24770;24820;24920;24940;0
24760;24740;24770;24820;24920;24940;24940;0
24740;24770;24820;24920;24940;24940;24940;1
24770;24820;24920;24940;24940;24940;25030;0
24820;24920;24940;24940;24940;25030;25025;0
24920;24940;24940;24940;25030;25025;25025;1
24940;24940;24940;25030;25025;25025;25030;0
24940;24940;25030;25025;25025;25030;25000;0
24940;25030;25025;25025;25030;25000;25000;0
25030;25025;25025;25030;25000;25000;25000;1
25025;25025;25030;25000;25000;25000;25020;1
25025;25030;25000;25000;25000;25020;25125;1
25030;25000;25000;25000;25020;25125;25170;1
25000;25000;25000;25020;25125;25170;25370;0
25000;25000;25020;25125;25170;25370;25340;0
25000;25020;25125;25170;25370;25340;25340;0
25020;25125;25170;25370;25340;25340;25340;1
25125;25170;25370;25340;25340;25340;25430;1
25170;25370;25340;25340;25340;25430;25452;1
25370;25340;25340;25340;25430;25452;25462;1
25340;25340;25340;25430;25452;25462;25473;0
25340;25340;25430;25452;25462;25473;25467;0
25340;25430;25452;25462;25473;25467;25467;0
25430;25452;25462;25473;25467;25467;25467;0
25452;25462;25473;25467;25467;25467;25464;0
25462;25473;25467;25467;25467;25464;25464;0
25473;25467;25467;25467;25464;25464;25458;0
25467;25467;25467;25464;25464;25458;25450;1
25467;25467;25464;25464;25458;25450;25454;0
25467;25464;25464;25458;25450;25454;25454;0
25464;25464;25458;25450;25454;25454;25454;1
25464;25458;25450;25454;25454;25454;25465;0
25458;25450;25454;25454;25454;25465;25460;1
25450;25454;25454;25454;25465;25460;25470;1
25454;25454;25454;25465;25460;25470;25497;0
25454;25454;25465;25460;25470;25497;25470;0
25454;25465;25460;25470;25497;25470;25470;0
25465;25460;25470;25497;25470;25470;25470;1
25460;25470;25497;25470;25470;25470;25476;1
25470;25497;25470;25470;25470;25476;25480;1
25497;25470;25470;25470;25476;25480;25502;1
25470;25470;25470;25476;25480;25502;25504;1
25470;25470;25476;25480;25502;25504;25512;0
25470;25476;25480;25502;25504;25512;25512;0
25476;25480;25502;25504;25512;25512;25512;0
25480;25502;25504;25512;25512;25512;25502;1
25502;25504;25512;25512;25512;25502;25507;0
25504;25512;25512;25512;25502;25507;25499;1
25512;25512;25512;25502;25507;25499;25504;1
25512;25512;25502;25507;25499;25504;25509;0
25512;25502;25507;25499;25504;25509;25509;0
25502;25507;25499;25504;25509;25509;25509;0
25507;25499;25504;25509;25509;25509;25506;1
25499;25504;25509;25509;25509;25506;25509;0
25504;25509;25509;25509;25506;25509;25509;1
25509;25509;25509;25506;25509;25509;25730;0
25509;25509;25506;25509;25509;25730;25730;0
25509;25506;25509;25509;25730;25730;25730;0
25506;25509;25509;25730;25730;25730;25730;0
25509;25509;25730;25730;25730;25730;25730;0
25509;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
25730;25730;25730;25730;25730;25730;25730;0
